node_id,node_type,node_subtype,degree,source,source_edge,name,notes,display_group,display_color,display_label,infra_field,infra_type,infra_class,infra_category,infra_name,display_name,gate_name,gate_name_status,needs_gate_name_review,snap_dist_m,index_right,grid_x,grid_y,grid_id,lat,lon,cell_seq,grid_node_code
N12971,dead_end,,1.0,graph,,N12971,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7732153999327,-73.97703230265158,13,15013
C_INT_0012,intermediate_confirmation,length_confirmation,,edge_rule,E08740,length_confirmation_12,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.773209511612066,-73.97652089671053,14,15014
N8499,junction,,4.0,graph,,N8499,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77306450343049,-73.97706209638379,15,15015
INF_0134,infrastructure,tourism:artwork,,infrastructure,E08741,Giuseppe Mazzini,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Giuseppe Mazzini,Giuseppe Mazzini,,,False,5.427684632547855,4,1,5,15,40.772995897360516,-73.97663220482038,16,15016
N5464,junction,,4.0,graph,,N5464,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77293979873172,-73.97681500301924,17,15017
N8486,junction,,4.0,graph,,N8486,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77289229817009,-73.97666980485101,18,15018
N8841,junction,,4.0,graph,,N8841,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772870495740484,-73.97656900371189,19,15019
N8504,junction,,3.0,graph,,N8504,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772866101202496,-73.97722349659948,20,15020
N8847,junction,,4.0,graph,,N8847,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77284459573693,-73.97645210278225,21,15021
N8663,junction,,4.0,graph,,N8663,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772833703482775,-73.97640119853439,22,15022
N9397,dead_end,,1.0,graph,,N9397,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77275479757064,-73.9781939952622,23,15023
N0480,junction,,3.0,graph,,N0480,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77273889759924,-73.97750040320257,24,15024
N8852,junction,,3.0,graph,,N8852,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77272299634726,-73.97662530091525,25,15025
N0592,junction,,3.0,graph,,N0592,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772686403610805,-73.977012298025,26,15026
N8506,junction,,4.0,graph,,N8506,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7726814034301,-73.9768771009445,27,15027
N0477,junction,,3.0,graph,,N0477,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77267200202095,-73.9772676976677,28,15028
N0594,junction,,4.0,graph,,N0594,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77261829731064,-73.97689410140705,29,15029
N0482,junction,,5.0,graph,,N0482,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772613096069705,-73.97701869551275,30,15030
N0478,junction,,4.0,graph,,N0478,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772607997072775,-73.977541098682,31,15031
N0593,junction,,4.0,graph,,N0593,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77257820144808,-73.97690329552822,32,15032
N0591,junction,,3.0,graph,,N0591,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77254120202054,-73.97702500020662,33,15033
N8514,junction,,4.0,graph,,N8514,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77253079975689,-73.97691350227225,34,15034
N8512,junction,,3.0,graph,,N8512,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77243000008115,-73.97718020362709,35,15035
N8979,junction,,3.0,graph,,N8979,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77240900254413,-73.97737749892651,36,15036
N3035,junction,,3.0,graph,,N3035,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77238809628484,-73.97675380438689,37,15037
N8980,dead_end,,1.0,graph,,N8980,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.772356803612205,-73.97739530325248,38,15038
INF_0144,infrastructure,tourism:information,,infrastructure,E09294,Green Visitor Center & Gift Shop,useful_infrastructure; tourism:information,infrastructure,#9467bd,Information / landmark,tourism,information,Information / landmark,Information / landmark,Green Visitor Center & Gift Shop,Green Visitor Center & Gift Shop,,,False,40.240249318064706,4,1,5,15,40.7723568,-73.9773953,39,15039
INF_0269,infrastructure,amenity:restaurant,,infrastructure,E09294,Tavern on the Green,useful_infrastructure; amenity:restaurant,infrastructure,#ff7f0e,Food / cafe,amenity,restaurant,Food / cafe,Food / cafe,Tavern on the Green,Tavern on the Green,,,False,24.62896939134224,4,1,5,15,40.7723568,-73.9773953,40,15040
INF_0270,infrastructure,amenity:toilets,,infrastructure,E09421,Tavern on the Green public restrooms,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Tavern on the Green public restrooms,Tavern on the Green public restrooms,,,False,2.181317441985492,4,1,5,15,40.77225569999999,-73.9772587,41,15041
N9089,dead_end,,1.0,graph,,N9089,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77225569902022,-73.97725870117844,42,15042
N8987,junction,,3.0,graph,,N8987,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77221269964436,-73.9772126976162,43,15043
N6582,junction,,4.0,graph,,N6582,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7721912961673,-73.97711010194105,44,15044
N5451,junction,,3.0,graph,,N5451,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77214630012598,-73.97700349578906,45,15045
N5446,junction,,3.0,graph,,N5446,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.771896899592726,-73.97730900577676,46,15046
N3014,junction,,4.0,graph,,N3014,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77186570224667,-73.97721839824631,47,15047
N3013,junction,,4.0,graph,,N3013,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7718265026311,-73.97711630117932,48,15048
N3016,junction,,3.0,graph,,N3016,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.771786201209764,-73.9770260941622,49,15049
N8851,junction,,4.0,graph,,N8851,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77177399715669,-73.9769979022103,50,15050
N6191,junction,,3.0,graph,,N6191,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77175999571117,-73.97695190460321,51,15051
INF_0090,infrastructure,amenity:drinking_water,,infrastructure,E06280,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,4.739053354104607,4,1,5,15,40.771747901908675,-73.97690415480984,52,15052
N6561,dead_end,,1.0,graph,,N6561,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77170600169784,-73.9783949961777,53,15053
N6531,junction,,3.0,graph,,N6531,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.771630300489896,-73.9783498012767,54,15054
N6452,junction,,4.0,graph,,N6452,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.771583101070156,-73.97771560349847,55,15055
N5449,junction,,3.0,graph,,N5449,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77151689627858,-73.97762689550622,56,15056
INF_0066,infrastructure,amenity:drinking_water,,infrastructure,E06556,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.8110510706737166,4,1,5,15,40.77147679864272,-73.97768678519985,57,15057
N6742,junction,,3.0,graph,,N6742,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.771425604235596,-73.97738379716216,58,15058
N1670,junction,,3.0,graph,,N1670,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77135649670846,-73.9774188996849,59,15059
N1664,junction,,3.0,graph,,N1664,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7709410001346,-73.97757310051367,60,15060
INF_0152,infrastructure,leisure:pitch,,infrastructure,E01660,Heckscher Ballfield 5,useful_infrastructure; leisure:pitch,infrastructure,#e377c2,Recreation,leisure,pitch,Recreation,Recreation,Heckscher Ballfield 5,Heckscher Ballfield 5,,,False,33.538339972335905,4,1,5,15,40.77091185256376,-73.97762727622559,61,15061
N6456,junction,,4.0,graph,,N6456,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77079444728755,-73.97865290931446,62,15062
N3026,junction,,4.0,graph,,N3026,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77073050443939,-73.97857439259097,63,15063
N6494,junction,,4.0,graph,,N6494,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77066721799475,-73.97850286880134,64,15064
N6466,junction,,3.0,graph,,N6466,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.770474296194564,-73.97912299567514,65,15065
N6459,junction,,4.0,graph,,N6459,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77044789982288,-73.97907289886426,66,15066
N0476,junction,,4.0,graph,,N0476,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.770396898151326,-73.97898169509652,67,15067
N6528,junction,,4.0,graph,,N6528,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.770342301632965,-73.97889349692355,68,15068
N1680,junction,,3.0,graph,,N1680,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77028199910316,-73.97818210176615,69,15069
N6486,junction,,4.0,graph,,N6486,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.770194102498536,-73.97846169957516,70,15070
N6523,junction,,4.0,graph,,N6523,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.7701526967265,-73.97831379416178,71,15071
N6763,junction,,3.0,graph,,N6763,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77010490407062,-73.97914910106292,72,15072
N1663,junction,,3.0,graph,,N1663,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.77006730315386,-73.97818220355745,73,15073
N6489,junction,,4.0,graph,,N6489,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76989920392198,-73.97895839983512,74,15074
N6460,junction,,3.0,graph,,N6460,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76979009895805,-73.97873700120685,75,15075
N2864,junction,,3.0,graph,,N2864,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76971900115525,-73.97875389634973,76,15076
N6579,junction,,3.0,graph,,N6579,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76971310331226,-73.97915430389222,77,15077
N6716,junction,,3.0,graph,,N6716,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76952840394536,-73.97965130229244,78,15078
N6617,junction,,3.0,graph,,N6617,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.769344704412326,-73.98025250556738,79,15079
N2834,junction,,3.0,graph,,N2834,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.769331097786896,-73.9788137007064,80,15080
N6620,junction,,3.0,graph,,N6620,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.769281398551065,-73.9800369942531,81,15081
N0465,junction,,4.0,graph,,N0465,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.769254514456954,-73.97992148774155,82,15082
N2845,junction,,4.0,graph,,N2845,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76922920197953,-73.97893258834132,83,15083
N6713,junction,,4.0,graph,,N6713,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76922766303316,-73.9798117275296,84,15084
N0454,junction,,3.0,graph,,N0454,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76915059672589,-73.97995749796604,85,15085
INF_0291,infrastructure,amenity:toilets,,infrastructure,E06740,Toilets,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Toilets,Toilets,,,False,12.144805627739167,4,1,5,15,40.76913329999999,-73.9806684,86,15086
N6572,dead_end,,1.0,graph,,N6572,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.769090697994244,-73.97877479649212,87,15087
INF_0089,infrastructure,amenity:drinking_water,,infrastructure,E06741,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,4.633536787039591,4,1,5,15,40.769073774582324,-73.98070167533537,88,15088
N6674,junction,,4.0,graph,,N6674,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.768906801671854,-73.97982490562092,89,15089
N0143,junction,,4.0,graph,,N0143,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.768903104412665,-73.97994879419073,90,15090
N2851,junction,,3.0,graph,,N2851,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76886659569708,-73.9791392017375,91,15091
N6686,junction,,3.0,graph,,N6686,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.768833704460214,-73.97940889820201,92,15092
N0459,junction,,3.0,graph,,N0459,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76876520162522,-73.98079369614649,93,15093
INF_0087,infrastructure,amenity:drinking_water,,infrastructure,E06824,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,4.145290252330771,4,1,5,15,40.76840572141148,-73.98105047857013,94,15094
N6703,junction,,3.0,graph,,N6703,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76831470037531,-73.98123840176781,95,15095
N6731,junction,,3.0,graph,,N6731,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.768094404143284,-73.98116130204522,96,15096
INF_0093,infrastructure,amenity:drinking_water,,infrastructure,E06855,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,5.307745577189361,4,1,5,15,40.76808503349282,-73.9809452203435,97,15097
N0936,junction,,3.0,graph,,N0936,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.767983495842444,-73.9811647023046,98,15098
C_INT_0006,intermediate_confirmation,length_confirmation,,edge_rule,E09424,length_confirmation_6,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.76783669893554,-73.9810136082896,99,15099
C_INT_0005,intermediate_confirmation,length_confirmation,,edge_rule,E09424,length_confirmation_5,,core,red,Core candidate node,,,,,,,,,,,4,1,5,15,40.767488052408055,-73.98018409976605,100,15100
N5792,junction,,3.0,graph,,N5792,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77763909623867,-73.96514029642775,1,21001
INF_0063,infrastructure,amenity:drinking_water,,infrastructure,E05877,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.646483467718121,5,2,1,21,40.77762681888622,-73.9651527906083,2,21002
N5816,junction,,3.0,graph,,N5816,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.777483896133376,-73.96508059748824,3,21003
N2729,junction,,4.0,graph,,N2729,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77746990072044,-73.96526180486845,4,21004
INF_0124,infrastructure,amenity:drinking_water,,infrastructure,E05910,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,45.17705227353684,5,2,1,21,40.77699899419282,-73.96428257632745,5,21005
N5787,junction,,3.0,graph,,N5787,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.776743996239105,-73.96562339685626,6,21006
N5819,junction,,3.0,graph,,N5819,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.776601901015134,-73.96503599531938,7,21007
N5783,junction,,4.0,graph,,N5783,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77651620144549,-73.96563142163366,8,21008
N5849,junction,,3.0,graph,,N5849,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77648410021669,-73.96613050320984,9,21009
N5772,junction,,3.0,graph,,N5772,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77632469878396,-73.9652241998948,10,21010
N5767,junction,,3.0,graph,,N5767,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.7762027019165,-73.96573100249424,11,21011
N5768,junction,,3.0,graph,,N5768,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77617509642273,-73.96575569967624,12,21012
INF_0168,infrastructure,leisure:playground,,infrastructure,E05896,James Michael Levin Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,James Michael Levin Playground,James Michael Levin Playground,,,False,23.8031672477173,5,2,1,21,40.77583162338578,-73.96548147282068,13,21013
N5794,junction,,3.0,graph,,N5794,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.775782802384505,-73.9654957033484,14,21014
INF_0062,infrastructure,amenity:drinking_water,,infrastructure,E05866,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.6245353366554016,5,2,1,21,40.77559695110927,-73.96549310316804,15,21015
N5762,junction,,3.0,graph,,N5762,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77542630387804,-73.96647169914598,16,21016
N5797,junction,,3.0,graph,,N5797,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77530379896805,-73.96572669544676,17,21017
N2668,junction,,3.0,graph,,N2668,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77527799787443,-73.96654599795748,18,21018
N5766,junction,,3.0,graph,,N5766,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.775273099396045,-73.96650599735779,19,21019
INF_0007,infrastructure,tourism:artwork,,infrastructure,E07135,Alice in Wonderland,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Alice in Wonderland,Alice in Wonderland,,,False,7.968053495699999,5,2,1,21,40.7750893,-73.9664674,20,21020
N6984,dead_end,,1.0,graph,,N6984,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.775089298131796,-73.96646739492098,21,21021
N6978,dead_end,,1.0,graph,,N6978,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.774929597284896,-73.96661319439214,22,21022
N2674,junction,,3.0,graph,,N2674,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77482489846873,-73.96669629650621,23,21023
N2659,junction,,3.0,graph,,N2659,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77482479631726,-73.96759770551651,24,21024
N2654,junction,,4.0,graph,,N2654,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77480189688849,-73.96709639614004,25,21025
INF_0047,infrastructure,amenity:drinking_water,,infrastructure,E09771,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,1.9854769036057993,5,2,1,21,40.7745834,-73.9665039,26,21026
N9405,dead_end,,1.0,graph,,N9405,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.774583399549996,-73.9665039002475,27,21027
N6983,junction,,3.0,graph,,N6983,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77456740205323,-73.96654629798061,28,21028
N5805,junction,,3.0,graph,,N5805,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77455179941197,-73.96651510221243,29,21029
N9404,dead_end,,1.0,graph,,N9404,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77452690064365,-73.96763319795872,30,21030
N5800,junction,,3.0,graph,,N5800,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77451980386333,-73.9664016976815,31,21031
N11295,dead_end,,1.0,graph,,N11295,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.774427003486885,-73.96761369920442,32,21032
INF_0147,infrastructure,tourism:artwork,,infrastructure,E02634,Hans Christian Andersen,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Hans Christian Andersen,Hans Christian Andersen,,,False,8.17098371756471,5,2,1,21,40.774405499999986,-73.96772,33,21033
N2646,dead_end,,1.0,graph,,N2646,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77440549666161,-73.96772000483604,34,21034
N2671,junction,,3.0,graph,,N2671,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77440250051677,-73.96755729433757,35,21035
N5798,junction,,3.0,graph,,N5798,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77435880249309,-73.9665430962207,36,21036
N2641,junction,,3.0,graph,,N2641,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77434579948069,-73.96789739584818,37,21037
N5799,junction,,3.0,graph,,N5799,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.774225501455604,-73.96663819444112,38,21038
N9450,dead_end,,1.0,graph,,N9450,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.774193904012094,-73.96656520374064,39,21039
N2650,junction,,3.0,graph,,N2650,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77412760138819,-73.96769730089893,40,21040
N9080,junction,,3.0,graph,,N9080,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77406089832548,-73.96676169523447,41,21041
N9082,dead_end,,1.0,graph,,N9082,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77404309756977,-73.96670030505562,42,21042
N5848,junction,,3.0,graph,,N5848,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.773903096569605,-73.9668821987184,43,21043
N8021,junction,,4.0,graph,,N8021,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77389709847816,-73.967742994658,44,21044
INF_0294,infrastructure,amenity:toilets,,infrastructure,E09847,Toilets,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Toilets,Toilets,,,False,16.576040318122075,5,2,1,21,40.7738818,-73.9667933,45,21045
N9475,dead_end,,1.0,graph,,N9475,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77388179755181,-73.96679330045153,46,21046
N9480,dead_end,,1.0,graph,,N9480,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77382619901148,-73.9668055019911,47,21047
N5842,junction,,3.0,graph,,N5842,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.773748798190084,-73.96698450550674,48,21048
N5843,junction,,3.0,graph,,N5843,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77373169683516,-73.96699720071314,49,21049
N5846,junction,,3.0,graph,,N5846,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77365090414457,-73.96717470397714,50,21050
INF_0032,infrastructure,amenity:drinking_water,,infrastructure,E09799,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,0.23627075794965147,5,2,1,21,40.77364171301975,-73.9675481731561,51,21051
N9466,junction,,3.0,graph,,N9466,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77361200288304,-73.96708579419074,52,21052
INF_0276,infrastructure,tourism:artwork,,infrastructure,E11770,The Pilgrim,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,The Pilgrim,The Pilgrim,,,False,16.70372443109619,5,2,1,21,40.77306722107906,-73.96860958871102,53,21053
N8881,junction,,3.0,graph,,N8881,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77306300337432,-73.96860630019187,54,21054
N7743,junction,,3.0,graph,,N7743,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.773040702967165,-73.968899103805,55,21055
N0435,junction,,4.0,graph,,N0435,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77303799774766,-73.96869820097916,56,21056
N0445,junction,,4.0,graph,,N0445,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.773033404132406,-73.96880209775533,57,21057
N7727,junction,,3.0,graph,,N7727,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.7729535989458,-73.96848260040169,58,21058
N7726,junction,,4.0,graph,,N7726,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77290680171702,-73.96850289963795,59,21059
N8882,junction,,3.0,graph,,N8882,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.772899003786236,-73.96749399774649,60,21060
N6853,junction,,3.0,graph,,N6853,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77281560316827,-73.96804069814374,61,21061
N6847,junction,,3.0,graph,,N6847,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77278899686665,-73.9675567969087,62,21062
N1046,junction,,4.0,graph,,N1046,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.772747102829705,-73.96850509712793,63,21063
N6846,junction,,3.0,graph,,N6846,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77269589738949,-73.96759629872955,64,21064
N10591,junction,,3.0,graph,,N10591,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.772679500126465,-73.96847040467173,65,21065
N6848,junction,,3.0,graph,,N6848,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77261979787436,-73.96764600036875,66,21066
INF_0253,infrastructure,tourism:artwork,,infrastructure,E09177,Samuel F. B. Morse,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Samuel F. B. Morse,Samuel F. B. Morse,,,False,23.115994028304712,5,2,1,21,40.772592037272304,-73.96766841850109,67,21067
INF_0074,infrastructure,amenity:drinking_water,,infrastructure,E09177,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,3.0441356428980297,5,2,1,21,40.772584554132166,-73.96767446115943,68,21068
N1039,junction,,3.0,graph,,N1039,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77245349657936,-73.96892080211514,69,21069
INF_0055,infrastructure,amenity:drinking_water,,infrastructure,E09176,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.3470398003539175,5,2,1,21,40.77242718147238,-73.9678167487651,70,21070
N10798,junction,,4.0,graph,,N10798,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77234840258355,-73.96925430563795,71,21071
N3152,junction,,4.0,graph,,N3152,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77230829814761,-73.96909809839548,72,21072
N1040,junction,,4.0,graph,,N1040,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77228600095999,-73.96900819790808,73,21073
N3150,junction,,3.0,graph,,N3150,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.77224789777323,-73.96885419955727,74,21074
N6834,junction,,3.0,graph,,N6834,,core,red,Core candidate node,,,,,,,,,,,5,2,1,21,40.7721745957382,-73.96804189560436,75,21075
